,SPGI
1990-01-23,0.491483
1990-01-24,0.508653
1990-01-25,0.488264
1990-01-26,0.489337
1990-01-29,0.483971
1990-01-30,0.491483
1990-01-31,0.486118
1990-02-01,0.483971
1990-02-02,0.47646
1990-02-05,0.482898
1990-02-06,0.472167
1990-02-07,0.474314
1990-02-08,0.462509
1990-02-09,0.452851
1990-02-12,0.44534
1990-02-13,0.449632
1990-02-14,0.44534
1990-02-15,0.44534
1990-02-16,0.443193
1990-02-20,0.461416
1990-02-21,0.47664
1990-02-22,0.483667
1990-02-23,0.482496
1990-02-26,0.486009
1990-02-27,0.484838
1990-02-28,0.496549
1990-03-01,0.504746
1990-03-02,0.502405
1990-03-05,0.500062
1990-03-06,0.510602
1990-03-07,0.503576
1990-03-08,0.509432
1990-03-09,0.501233
1990-03-12,0.496549
1990-03-13,0.489522
1990-03-14,0.494207
1990-03-15,0.493036
1990-03-16,0.49772
1990-03-19,0.501233
1990-03-20,0.504746
1990-03-21,0.501233
1990-03-22,0.490693
1990-03-23,0.493036
1990-03-26,0.491865
1990-03-27,0.493036
1990-03-28,0.496549
1990-03-29,0.498891
1990-03-30,0.495378
1990-04-02,0.495378
1990-04-03,0.501233
1990-04-04,0.496549
1990-04-05,0.496549
1990-04-06,0.495378
1990-04-09,0.49772
1990-04-10,0.49772
1990-04-11,0.523484
1990-04-12,0.5188
1990-04-16,0.510602
1990-04-17,0.510602
1990-04-18,0.516458
1990-04-19,0.504746
1990-04-20,0.49772
1990-04-23,0.494207
1990-04-24,0.489522
1990-04-25,0.495378
1990-04-26,0.504746
1990-04-27,0.496549
1990-04-30,0.489522
1990-05-01,0.494207
1990-05-02,0.498891
1990-05-03,0.496549
1990-05-04,0.491865
1990-05-07,0.493036
1990-05-08,0.49772
1990-05-09,0.498891
1990-05-10,0.501233
1990-05-11,0.509432
1990-05-14,0.516458
1990-05-15,0.514115
1990-05-16,0.514115
1990-05-17,0.511773
1990-05-18,0.511773
1990-05-21,0.515287
1990-05-22,0.557939
1990-05-23,0.563023
1990-05-24,0.568107
1990-05-25,0.560481
1990-05-29,0.569377
1990-05-30,0.561752
1990-05-31,0.556668
1990-06-01,0.555397
1990-06-04,0.566836
1990-06-05,0.566836
1990-06-06,0.577003
1990-06-07,0.574461
1990-06-08,0.57192
1990-06-11,0.566836
1990-06-12,0.57192
1990-06-13,0.568107
1990-06-14,0.568107
1990-06-15,0.573191
1990-06-18,0.57192
1990-06-19,0.569377
1990-06-20,0.569377
1990-06-21,0.57192
1990-06-22,0.573191
1990-06-25,0.568107
1990-06-26,0.570648
1990-06-27,0.577003
1990-06-28,0.573191
1990-06-29,0.57192
1990-07-02,0.582087
1990-07-03,0.579545
1990-07-05,0.577003
1990-07-06,0.577003
1990-07-09,0.577003
1990-07-10,0.57192
1990-07-11,0.575732
1990-07-12,0.569377
1990-07-13,0.564294
1990-07-16,0.565565
1990-07-17,0.566836
1990-07-18,0.564294
1990-07-19,0.564294
1990-07-20,0.560481
1990-07-23,0.555397
1990-07-24,0.550313
1990-07-25,0.550313
1990-07-26,0.554127
1990-07-27,0.552855
1990-07-30,0.554127
1990-07-31,0.561752
1990-08-01,0.566836
1990-08-02,0.55921
1990-08-03,0.556668
1990-08-06,0.54523
1990-08-07,0.543958
1990-08-08,0.537604
1990-08-09,0.533791
1990-08-10,0.527437
1990-08-13,0.527437
1990-08-14,0.524895
1990-08-15,0.527437
1990-08-16,0.500747
1990-08-17,0.491851
1990-08-20,0.488038
1990-08-21,0.482954
1990-08-22,0.522883
1990-08-23,0.506106
1990-08-24,0.500514
1990-08-27,0.515893
1990-08-28,0.522883
1990-08-29,0.534068
1990-08-30,0.538262
1990-08-31,0.548049
1990-09-04,0.548049
1990-09-05,0.550845
1990-09-06,0.545253
1990-09-07,0.545253
1990-09-10,0.546651
1990-09-11,0.546651
1990-09-12,0.548049
1990-09-13,0.53966
1990-09-14,0.535467
1990-09-17,0.527078
1990-09-18,0.536864
1990-09-19,0.527078
1990-09-20,0.518689
1990-09-21,0.514495
1990-09-24,0.507505
1990-09-25,0.494922
1990-09-26,0.482339
1990-09-27,0.473951
1990-09-28,0.492125
1990-10-01,0.494922
1990-10-02,0.494922
1990-10-03,0.483737
1990-10-04,0.489329
1990-10-05,0.487931
1990-10-08,0.489329
1990-10-09,0.469756
1990-10-10,0.471154
1990-10-11,0.454378
1990-10-12,0.455775
1990-10-15,0.45997
1990-10-16,0.475348
1990-10-17,0.475348
1990-10-18,0.478145
1990-10-19,0.487931
1990-10-22,0.501912
1990-10-23,0.504708
1990-10-24,0.514495
1990-10-25,0.524282
1990-10-26,0.522883
1990-10-29,0.517291
1990-10-30,0.527078
1990-10-31,0.52568
1990-11-01,0.536864
1990-11-02,0.53966
1990-11-05,0.535467
1990-11-06,0.520087
1990-11-07,0.515893
1990-11-08,0.521485
1990-11-09,0.531272
1990-11-12,0.531272
1990-11-13,0.535467
1990-11-14,0.541059
1990-11-15,0.541059
1990-11-16,0.536864
1990-11-19,0.541059
1990-11-20,0.538262
1990-11-21,0.592881
1990-11-23,0.588274
1990-11-26,0.589809
1990-11-27,0.588274
1990-11-28,0.592881
1990-11-29,0.605169
1990-11-30,0.599025
1990-12-03,0.606705
1990-12-04,0.632816
1990-12-05,0.645104
1990-12-06,0.648176
1990-12-07,0.634352
1990-12-10,0.63896
1990-12-11,0.637424
1990-12-12,0.623601
1990-12-13,0.63896
1990-12-14,0.634352
1990-12-17,0.63896
1990-12-18,0.645104
1990-12-19,0.645104
1990-12-20,0.643568
1990-12-21,0.652784
1990-12-24,0.640496
1990-12-26,0.64664
1990-12-27,0.643568
1990-12-28,0.64664
1990-12-31,0.64664
1991-01-02,0.643568
1991-01-03,0.623601
1991-01-04,0.622065
1991-01-07,0.615921
1991-01-08,0.614385
1991-01-09,0.617456
1991-01-10,0.617456
1991-01-11,0.625136
1991-01-14,0.625136
1991-01-15,0.632816
1991-01-16,0.63128
1991-01-17,0.63896
1991-01-18,0.640496
1991-01-21,0.640496
1991-01-22,0.651248
1991-01-23,0.651248
1991-01-24,0.663535
1991-01-25,0.661999
1991-01-28,0.671215
1991-01-29,0.668144
1991-01-30,0.685039
1991-01-31,0.695791
1991-02-01,0.692719
1991-02-04,0.697327
1991-02-05,0.694255
1991-02-06,0.691183
1991-02-07,0.689647
1991-02-08,0.691183
1991-02-11,0.708078
1991-02-12,0.71115
1991-02-13,0.709614
1991-02-14,0.71115
1991-02-15,0.720366
1991-02-19,0.712686
1991-02-20,0.767912
1991-02-21,0.762925
1991-02-22,0.757939
1991-02-25,0.76625
1991-02-26,0.764588
1991-02-27,0.761263
1991-02-28,0.754615
1991-03-01,0.762925
1991-03-04,0.754615
1991-03-05,0.771236
1991-03-06,0.777885
1991-03-07,0.777885
1991-03-08,0.779547
1991-03-11,0.776223
1991-03-12,0.769574
1991-03-13,0.76625
1991-03-14,0.774561
1991-03-15,0.769574
1991-03-18,0.764588
1991-03-19,0.752953
1991-03-20,0.744642
1991-03-21,0.74298
1991-03-22,0.764588
1991-03-25,0.769574
1991-03-26,0.776223
1991-03-27,0.777885
1991-03-28,0.777885
1991-04-01,0.782871
1991-04-02,0.784534
1991-04-03,0.781209
1991-04-04,0.791183
1991-04-05,0.827749
1991-04-08,0.822763
1991-04-09,0.797831
1991-04-10,0.794506
1991-04-11,0.797831
1991-04-12,0.797831
1991-04-15,0.784534
1991-04-16,0.807804
1991-04-17,0.807804
1991-04-18,0.806142
1991-04-19,0.801155
1991-04-22,0.794506
1991-04-23,0.794506
1991-04-24,0.809466
1991-04-25,0.796168
1991-04-26,0.799493
1991-04-29,0.78952
1991-04-30,0.792844
1991-05-01,0.804479
1991-05-02,0.804479
1991-05-03,0.801155
1991-05-06,0.797831
1991-05-07,0.806142
1991-05-08,0.801155
1991-05-09,0.821101
1991-05-10,0.844371
1991-05-13,0.844371
1991-05-14,0.826087
1991-05-15,0.81279
1991-05-16,0.814452
1991-05-17,0.806142
1991-05-20,0.797831
1991-05-21,0.807804
1991-05-22,0.861969
1991-05-23,0.876305
1991-05-24,0.878097
1991-05-28,0.874513
1991-05-29,0.881682
1991-05-30,0.887058
1991-05-31,0.903186
1991-06-03,0.908562
1991-06-04,0.928274
1991-06-05,0.917522
1991-06-06,0.912146
1991-06-07,0.887058
1991-06-10,0.883474
1991-06-11,0.88885
1991-06-12,0.876305
1991-06-13,0.874513
1991-06-14,0.876305
1991-06-17,0.878097
1991-06-18,0.872721
1991-06-19,0.863761
1991-06-20,0.858385
1991-06-21,0.861969
1991-06-24,0.840464
1991-06-25,0.840464
1991-06-26,0.847633
1991-06-27,0.854801
1991-06-28,0.851217
1991-07-01,0.856592
1991-07-02,0.863761
1991-07-03,0.853009
1991-07-05,0.856592
1991-07-08,0.865553
1991-07-09,0.865553
1991-07-10,0.865553
1991-07-11,0.856592
1991-07-12,0.858385
1991-07-15,0.854801
1991-07-16,0.845841
1991-07-17,0.842257
1991-07-18,0.811792
1991-07-19,0.820752
1991-07-22,0.824336
1991-07-23,0.817168
1991-07-24,0.817168
1991-07-25,0.817168
1991-07-26,0.802832
1991-07-29,0.795664
1991-07-30,0.802832
1991-07-31,0.802832
1991-08-01,0.797456
1991-08-02,0.799248
1991-08-05,0.795664
1991-08-06,0.797456
1991-08-07,0.799248
1991-08-08,0.802832
1991-08-09,0.802832
1991-08-12,0.802832
1991-08-13,0.802832
1991-08-14,0.799248
1991-08-15,0.799248
1991-08-16,0.80104
1991-08-19,0.792079
1991-08-20,0.78312
1991-08-21,0.853728
1991-08-22,0.853728
1991-08-23,0.855678
1991-08-26,0.845932
1991-08-27,0.845932
1991-08-28,0.843983
1991-08-29,0.847881
1991-08-30,0.845932
1991-09-03,0.845932
1991-09-04,0.834237
1991-09-05,0.834237
1991-09-06,0.834237
1991-09-09,0.834237
1991-09-10,0.822542
1991-09-11,0.822542
1991-09-12,0.826441
1991-09-13,0.826441
1991-09-16,0.830339
1991-09-17,0.822542
1991-09-18,0.826441
1991-09-19,0.82839
1991-09-20,0.840085
1991-09-23,0.842034
1991-09-24,0.834237
1991-09-25,0.810848
1991-09-26,0.793305
1991-09-27,0.797203
1991-09-30,0.801102
1991-10-01,0.806949
1991-10-02,0.793305
1991-10-03,0.795254
1991-10-04,0.787458
1991-10-07,0.789407
1991-10-08,0.793305
1991-10-09,0.801102
1991-10-10,0.805
1991-10-11,0.808898
1991-10-14,0.830339
1991-10-15,0.838136
1991-10-16,0.824491
1991-10-17,0.805
1991-10-18,0.820593
1991-10-21,0.820593
1991-10-22,0.816694
1991-10-23,0.820593
1991-10-24,0.824491
1991-10-25,0.82839
1991-10-28,0.826441
1991-10-29,0.830339
1991-10-30,0.840085
1991-10-31,0.842034
1991-11-01,0.840085
1991-11-04,0.84983
1991-11-05,0.842034
1991-11-06,0.851779
1991-11-07,0.845932
1991-11-08,0.84983
1991-11-11,0.861525
1991-11-12,0.869322
1991-11-13,0.869322
1991-11-14,0.879067
1991-11-15,0.853728
1991-11-18,0.84983
1991-11-19,0.826441
1991-11-20,0.894944
1991-11-21,0.89707
1991-11-22,0.892819
1991-11-25,0.882189
1991-11-26,0.888567
1991-11-27,0.882189
1991-11-29,0.877938
1991-12-02,0.892819
1991-12-03,0.905573
1991-12-04,0.905573
1991-12-05,0.890693
1991-12-06,0.880064
1991-12-09,0.880064
1991-12-10,0.880064
1991-12-11,0.892819
1991-12-12,0.907699
1991-12-13,0.920453
1991-12-16,0.922579
1991-12-17,0.922579
1991-12-18,0.928957
1991-12-19,0.914076
1991-12-20,0.922579
1991-12-23,0.931082
1991-12-24,0.931082
1991-12-26,0.954466
1991-12-27,0.965094
1991-12-30,0.975723
1991-12-31,0.975723
1992-01-02,0.971471
1992-01-03,0.96722
1992-01-06,0.973597
1992-01-07,0.986352
1992-01-08,0.979975
1992-01-09,1.028867
1992-01-10,1.011861
1992-01-13,1.016112
1992-01-14,1.020364
1992-01-15,1.030993
1992-01-16,1.041622
1992-01-17,1.028867
1992-01-20,1.033118
1992-01-21,1.047999
1992-01-22,1.052251
1992-01-23,1.039496
1992-01-24,1.016112
1992-01-27,1.024616
1992-01-28,1.020364
1992-01-29,1.009735
1992-01-30,1.00761
1992-01-31,0.999107
1992-02-03,1.001232
1992-02-04,1.00761
1992-02-05,0.988477
1992-02-06,0.973597
1992-02-07,0.969346
1992-02-10,0.969346
1992-02-11,0.975723
1992-02-12,0.999107
1992-02-13,0.992729
1992-02-14,1.00761
1992-02-18,1.003358
1992-02-19,0.999107
1992-02-20,1.083884
1992-02-21,1.090788
1992-02-24,1.095391
1992-02-25,1.090788
1992-02-26,1.090788
1992-02-27,1.090788
1992-02-28,1.083884
1992-03-02,1.072378
1992-03-03,1.079282
1992-03-04,1.081583
1992-03-05,1.086185
1992-03-06,1.065474
1992-03-09,1.067775
1992-03-10,1.074679
1992-03-11,1.07698
1992-03-12,1.104595
1992-03-13,1.109198
1992-03-16,1.095391
1992-03-17,1.097692
1992-03-18,1.086185
1992-03-19,1.125306
1992-03-20,1.139114
1992-03-23,1.139114
1992-03-24,1.136813
1992-03-25,1.134512
1992-03-26,1.148319
1992-03-27,1.146017
1992-03-30,1.143717
1992-03-31,1.141415
1992-04-01,1.104595
1992-04-02,1.123005
1992-04-03,1.123005
1992-04-06,1.13221
1992-04-07,1.113801
1992-04-08,1.104595
1992-04-09,1.118403
1992-04-10,1.129909
1992-04-13,1.141415
1992-04-14,1.146017
1992-04-15,1.164428
1992-04-16,1.175933
1992-04-20,1.152921
1992-04-21,1.146017
1992-04-22,1.155222
1992-04-23,1.159825
1992-04-24,1.180536
1992-04-27,1.18744
1992-04-28,1.194343
1992-04-29,1.212753
1992-04-30,1.198946
1992-05-01,1.189741
1992-05-04,1.189741
1992-05-05,1.180536
1992-05-06,1.189741
1992-05-07,1.201247
1992-05-08,1.201247
1992-05-11,1.201247
1992-05-12,1.198946
1992-05-13,1.196645
1992-05-14,1.185138
1992-05-15,1.189741
1992-05-18,1.192042
1992-05-19,1.189741
1992-05-20,1.248689
1992-05-21,1.238798
1992-05-22,1.238798
1992-05-26,1.214072
1992-05-27,1.194291
1992-05-28,1.201709
1992-05-29,1.211599
1992-06-01,1.216545
1992-06-02,1.206654
1992-06-03,1.201709
1992-06-04,1.206654
1992-06-05,1.206654
1992-06-08,1.194291
1992-06-09,1.181928
1992-06-10,1.17451
1992-06-11,1.17451
1992-06-12,1.191818
1992-06-15,1.191818
1992-06-16,1.172037
1992-06-17,1.172037
1992-06-18,1.167092
1992-06-19,1.176982
1992-06-22,1.164619
1992-06-23,1.13742
1992-06-24,1.167092
1992-06-25,1.167092
1992-06-26,1.164619
1992-06-29,1.169564
1992-06-30,1.144838
1992-07-01,1.164619
1992-07-02,1.157201
1992-07-06,1.144838
1992-07-07,1.132475
1992-07-08,1.139893
1992-07-09,1.144838
1992-07-10,1.134947
1992-07-13,1.125057
1992-07-14,1.112693
1992-07-15,1.120111
1992-07-16,1.14731
1992-07-17,1.134947
1992-07-20,1.11022
1992-07-21,1.095385
1992-07-22,1.070658
1992-07-23,1.090439
1992-07-24,1.105275
1992-07-27,1.11022
1992-07-28,1.125057
1992-07-29,1.132475
1992-07-30,1.144838
1992-07-31,1.120111
1992-08-03,1.112693
1992-08-04,1.130002
1992-08-05,1.125057
1992-08-06,1.125057
1992-08-07,1.127529
1992-08-10,1.122584
1992-08-11,1.122584
1992-08-12,1.127529
1992-08-13,1.149783
1992-08-14,1.159674
1992-08-17,1.167092
1992-08-18,1.167092
1992-08-19,1.14731
1992-08-20,1.221912
1992-08-21,1.216552
1992-08-24,1.213872
1992-08-25,1.22995
1992-08-26,1.246028
1992-08-27,1.262106
1992-08-28,1.254066
1992-08-31,1.240669
1992-09-01,1.243348
1992-09-02,1.254066
1992-09-03,1.240669
1992-09-04,1.240669
1992-09-08,1.240669
1992-09-09,1.240669
1992-09-10,1.256747
1992-09-11,1.243348
1992-09-14,1.259426
1992-09-15,1.251387
1992-09-16,1.254066
1992-09-17,1.259426
1992-09-18,1.262106
1992-09-21,1.251387
1992-09-22,1.240669
1992-09-23,1.224591
1992-09-24,1.23263
1992-09-25,1.240669
1992-09-28,1.256747
1992-09-29,1.254066
1992-09-30,1.256747
1992-10-01,1.270144
1992-10-02,1.267465
1992-10-05,1.264786
1992-10-06,1.251387
1992-10-07,1.237989
1992-10-08,1.248707
1992-10-09,1.256747
1992-10-12,1.264786
1992-10-13,1.275504
1992-10-14,1.267465
1992-10-15,1.270144
1992-10-16,1.270144
1992-10-19,1.280863
1992-10-20,1.283543
1992-10-21,1.283543
1992-10-22,1.291582
1992-10-23,1.291582
1992-10-26,1.294261
1992-10-27,1.288901
1992-10-28,1.286222
1992-10-29,1.283543
1992-10-30,1.280863
1992-11-02,1.3023
1992-11-03,1.321058
1992-11-04,1.331776
1992-11-05,1.323737
1992-11-06,1.318379
1992-11-09,1.30498
1992-11-10,1.288901
1992-11-11,1.294261
1992-11-12,1.296941
1992-11-13,1.299621
1992-11-16,1.299621
1992-11-17,1.280863
1992-11-18,1.294261
1992-11-19,1.389313
1992-11-20,1.389313
1992-11-23,1.389313
1992-11-24,1.389313
1992-11-25,1.400891
1992-11-27,1.412469
1992-11-30,1.403785
1992-12-01,1.374842
1992-12-02,1.386419
1992-12-03,1.392208
1992-12-04,1.395102
1992-12-07,1.40668
1992-12-08,1.415363
1992-12-09,1.421153
1992-12-10,1.424046
1992-12-11,1.441413
1992-12-14,1.441413
1992-12-15,1.429835
1992-12-16,1.421153
1992-12-17,1.426941
1992-12-18,1.450096
1992-12-21,1.438519
1992-12-22,1.444307
1992-12-23,1.455885
1992-12-24,1.461674
1992-12-28,1.461674
1992-12-29,1.450096
1992-12-30,1.429835
1992-12-31,1.421153
1993-01-04,1.409575
1993-01-05,1.412469
1993-01-06,1.403785
1993-01-07,1.395102
1993-01-08,1.389313
1993-01-11,1.389313
1993-01-12,1.397997
1993-01-13,1.400891
1993-01-14,1.400891
1993-01-15,1.400891
1993-01-18,1.418257
1993-01-19,1.424046
1993-01-20,1.409575
1993-01-21,1.412469
1993-01-22,1.412469
1993-01-25,1.429835
1993-01-26,1.444307
1993-01-27,1.438519
1993-01-28,1.426941
1993-01-29,1.424046
1993-02-01,1.435624
1993-02-02,1.455885
1993-02-03,1.461674
1993-02-04,1.438519
1993-02-05,1.43273
1993-02-08,1.429835
1993-02-09,1.40668
1993-02-10,1.418257
1993-02-11,1.412469
1993-02-12,1.40668
1993-02-16,1.395102
1993-02-17,1.374842
1993-02-18,1.461082
1993-02-19,1.464217
1993-02-22,1.445404
1993-02-23,1.464217
1993-02-24,1.486165
1993-02-25,1.479895
1993-02-26,1.476758
1993-03-01,1.4893
1993-03-02,1.49557
1993-03-03,1.498706
1993-03-04,1.483029
1993-03-05,1.479895
1993-03-08,1.52379
1993-03-09,1.52379
1993-03-10,1.514383
1993-03-11,1.504977
1993-03-12,1.511248
1993-03-15,1.53633
1993-03-16,1.545737
1993-03-17,1.545737
1993-03-18,1.573955
1993-03-19,1.564549
1993-03-22,1.545737
1993-03-23,1.53633
1993-03-24,1.558278
1993-03-25,1.573955
1993-03-26,1.567684
1993-03-29,1.561414
1993-03-30,1.564549
1993-03-31,1.592766
1993-04-01,1.602173
1993-04-02,1.592766
1993-04-05,1.577091
1993-04-06,1.577091
1993-04-07,1.577091
1993-04-08,1.589632
1993-04-12,1.583361
1993-04-13,1.573955
1993-04-14,1.573955
1993-04-15,1.564549
1993-04-16,1.586496
1993-04-19,1.573955
1993-04-20,1.573955
1993-04-21,1.564549
1993-04-22,1.555143
1993-04-23,1.53633
1993-04-26,1.548872
1993-04-27,1.545737
1993-04-28,1.542601
1993-04-29,1.545737
1993-04-30,1.526925
1993-05-03,1.53006
1993-05-04,1.520653
1993-05-05,1.504977
1993-05-06,1.486165
1993-05-07,1.473623
1993-05-10,1.486165
1993-05-11,1.498706
1993-05-12,1.498706
1993-05-13,1.49557
1993-05-14,1.483029
1993-05-17,1.486165
1993-05-18,1.470488
1993-05-19,1.467352
1993-05-20,1.581293
1993-05-21,1.56429
1993-05-24,1.571091
1993-05-25,1.571091
1993-05-26,1.594895
1993-05-27,1.584693
1993-05-28,1.577892
1993-06-01,1.577892
1993-06-02,1.591494
1993-06-03,1.584693
1993-06-04,1.577892
1993-06-07,1.560888
1993-06-08,1.523482
1993-06-09,1.503078
1993-06-10,1.520081
1993-06-11,1.530283
1993-06-14,1.554087
1993-06-15,1.56769
1993-06-16,1.571091
1993-06-17,1.581293
1993-06-18,1.577892
1993-06-21,1.594895
1993-06-22,1.584693
1993-06-23,1.584693
1993-06-24,1.594895
1993-06-25,1.605098
1993-06-28,1.605098
1993-06-29,1.605098
1993-06-30,1.605098
1993-07-01,1.601696
1993-07-02,1.598296
1993-07-06,1.588094
1993-07-07,1.598296
1993-07-08,1.605098
1993-07-09,1.611898
1993-07-12,1.601696
1993-07-13,1.615299
1993-07-14,1.6255
1993-07-15,1.618699
1993-07-16,1.622099
1993-07-19,1.632301
1993-07-20,1.67651
1993-07-21,1.679911
1993-07-22,1.679911
1993-07-23,1.683311
1993-07-26,1.707115
1993-07-27,1.717317
1993-07-28,1.761525
1993-07-29,1.778529
1993-07-30,1.778529
1993-08-02,1.785331
1993-08-03,1.778529
1993-08-04,1.778529
1993-08-05,1.761525
1993-08-06,1.781929
1993-08-09,1.805734
1993-08-10,1.795532
1993-08-11,1.792131
1993-08-12,1.798933
1993-08-13,1.792131
1993-08-16,1.788731
1993-08-17,1.832939
1993-08-18,1.877147
1993-08-19,1.894151
1993-08-20,2.005164
1993-08-23,2.019721
1993-08-24,2.019721
1993-08-25,2.012443
1993-08-26,2.008803
1993-08-27,2.019721
1993-08-30,2.005164
1993-08-31,2.001525
1993-09-01,2.019721
1993-09-02,2.016081
1993-09-03,2.008803
1993-09-07,1.997886
1993-09-08,1.957856
1993-09-09,1.943299
1993-09-10,1.946937
1993-09-13,1.946937
1993-09-14,1.950577
1993-09-15,1.950577
1993-09-16,1.950577
1993-09-17,1.93966
1993-09-20,1.93966
1993-09-21,1.910547
1993-09-22,1.93966
1993-09-23,1.946937
1993-09-24,1.98333
1993-09-27,1.990609
1993-09-28,1.990609
1993-09-29,1.979691
1993-09-30,1.972413
1993-10-01,1.972413
1993-10-04,1.994247
1993-10-05,2.016081
1993-10-06,2.001525
1993-10-07,1.979691
1993-10-08,1.972413
1993-10-11,1.994247
1993-10-12,1.990609
1993-10-13,2.005164
1993-10-14,2.041556
1993-10-15,2.092503
1993-10-18,2.099783
1993-10-19,2.034277
1993-10-20,2.037916
1993-10-21,2.048833
1993-10-22,2.099783
1993-10-25,2.088865
1993-10-26,2.06339
1993-10-27,2.059752
1993-10-28,2.121616
1993-10-29,2.161647
1993-11-01,2.168926
1993-11-02,2.179843
1993-11-03,2.139812
1993-11-04,2.096143
1993-11-05,2.074308
1993-11-08,2.052474
1993-11-09,2.056113
1993-11-10,2.037916
1993-11-11,2.012443
1993-11-12,2.019721
1993-11-15,2.016081
1993-11-16,2.001525
1993-11-17,2.037916
1993-11-18,2.019721
1993-11-19,2.134656
1993-11-22,2.150237
1993-11-23,2.146342
1993-11-24,2.173609
1993-11-26,2.185296
1993-11-29,2.181401
1993-11-30,2.173609
1993-12-01,2.173609
1993-12-02,2.158028
1993-12-03,2.181401
1993-12-06,2.169715
1993-12-07,2.150237
1993-12-08,2.095703
1993-12-09,2.080121
1993-12-10,2.080121
1993-12-13,2.084017
1993-12-14,2.080121
1993-12-15,2.072331
1993-12-16,2.068434
1993-12-17,2.060645
1993-12-20,2.06454
1993-12-21,2.087911
1993-12-22,2.095703
1993-12-23,2.095703
1993-12-27,2.091807
1993-12-28,2.095703
1993-12-29,2.091807
1993-12-30,2.095703
1993-12-31,2.107388
1994-01-03,2.103494
1994-01-04,2.072331
1994-01-05,2.091807
1994-01-06,2.146342
1994-01-07,2.169715
1994-01-10,2.200876
1994-01-11,2.161923
1994-01-12,2.158028
1994-01-13,2.154133
1994-01-14,2.154133
1994-01-17,2.142447
1994-01-18,2.142447
1994-01-19,2.13076
1994-01-20,2.087911
1994-01-21,2.091807
1994-01-24,2.12297
1994-01-25,2.103494
1994-01-26,2.119074
1994-01-27,2.12297
1994-01-28,2.150237
1994-01-31,2.158028
1994-02-01,2.161923
1994-02-02,2.158028
1994-02-03,2.150237
1994-02-04,2.115178
1994-02-07,2.119074
1994-02-08,2.12297
1994-02-09,2.142447
1994-02-10,2.158028
1994-02-11,2.161923
1994-02-14,2.177503
1994-02-15,2.173609
1994-02-16,2.185296
1994-02-17,2.323452
1994-02-18,2.323452
1994-02-22,2.327622
1994-02-23,2.331792
1994-02-24,2.335966
1994-02-25,2.344307
1994-02-28,2.35265
1994-03-01,2.35265
1994-03-02,2.327622
1994-03-03,2.344307
1994-03-04,2.344307
1994-03-07,2.340137
1994-03-08,2.360995
1994-03-09,2.377679
1994-03-10,2.365164
1994-03-11,2.365164
1994-03-14,2.38185
1994-03-15,2.369337
1994-03-16,2.38185
1994-03-17,2.436078
1994-03-18,2.398536
1994-03-21,2.373507
1994-03-22,2.335966
1994-03-23,2.348479
1994-03-24,2.335966
1994-03-25,2.335966
1994-03-28,2.344307
1994-03-29,2.306766
1994-03-30,2.235851
1994-03-31,2.181625
1994-04-04,2.114882
1994-04-05,2.156595
1994-04-06,2.169111
1994-04-07,2.169111
1994-04-08,2.206654
1994-04-11,2.269222
1994-04-12,2.265051
1994-04-13,2.252537
1994-04-14,2.235851
1994-04-15,2.214997
1994-04-18,2.169111
1994-04-19,2.181625
1994-04-20,2.156595
1994-04-21,2.148252
1994-04-22,2.173281
1994-04-25,2.210824
1994-04-26,2.194138
1994-04-28,2.169111
1994-04-29,2.173281
1994-05-02,2.169111
1994-05-03,2.164939
1994-05-04,2.231682
1994-05-05,2.223339
1994-05-06,2.202482
1994-05-09,2.19831
1994-05-10,2.185796
1994-05-11,2.177453
1994-05-12,2.160768
1994-05-13,2.169111
1994-05-16,2.173281
1994-05-17,2.173281
1994-05-18,2.206654
1994-05-19,2.214997
1994-05-20,2.381475
1994-05-23,2.376989
1994-05-24,2.376989
1994-05-25,2.376989
1994-05-26,2.372505
1994-05-27,2.376989
1994-05-31,2.36802
1994-06-01,2.381475
1994-06-02,2.421838
1994-06-03,2.403898
1994-06-06,2.408384
1994-06-07,2.412868
1994-06-08,2.417353
1994-06-09,2.412868
1994-06-10,2.439777
1994-06-13,2.448748
1994-06-14,2.480142
1994-06-15,2.475657
1994-06-16,2.484627
1994-06-17,2.502566
1994-06-20,2.502566
1994-06-21,2.475657
1994-06-22,2.480142
1994-06-23,2.489111
1994-06-24,2.453232
1994-06-27,2.462204
1994-06-28,2.421838
1994-06-29,2.426323
1994-06-30,2.385959
1994-07-01,2.394929
1994-07-05,2.435293
1994-07-06,2.435293
1994-07-07,2.426323
1994-07-08,2.426323
1994-07-11,2.408384
1994-07-12,2.457718
1994-07-13,2.498082
1994-07-14,2.520506
1994-07-15,2.533961
1994-07-18,2.529475
1994-07-19,2.533961
1994-07-20,2.498082
1994-07-21,2.471173
1994-07-22,2.480142
1994-07-25,2.511537
1994-07-26,2.498082
1994-07-27,2.493596
1994-07-28,2.480142
1994-07-29,2.493596
1994-08-01,2.502566
1994-08-02,2.52499
1994-08-03,2.516021
1994-08-04,2.511537
1994-08-05,2.480142
1994-08-08,2.484627
1994-08-09,2.475657
1994-08-10,2.475657
1994-08-11,2.471173
1994-08-12,2.480142
1994-08-15,2.444263
1994-08-16,2.493596
1994-08-17,2.502566
1994-08-18,2.489111
1994-08-19,2.489111
1994-08-22,2.624266
1994-08-23,2.633879
1994-08-24,2.67233
1994-08-25,2.686748
1994-08-26,2.691555
1994-08-29,2.677138
1994-08-30,2.67233
1994-08-31,2.677138
