,SPGI
2000-01-10,17.702908
2000-01-11,17.7987
2000-01-12,17.932814
2000-01-13,18.756657
2000-01-14,18.009451
2000-01-18,17.415531
2000-01-19,17.68375
2000-01-20,17.626274
2000-01-21,17.856178
2000-01-24,17.223936
2000-01-25,16.936552
2000-01-26,18.066929
2000-01-27,18.277676
2000-01-28,17.856178
2000-01-31,17.18561
2000-02-01,17.18561
2000-02-02,17.664591
2000-02-03,18.047758
2000-02-04,17.626274
2000-02-07,17.223936
2000-02-08,17.204775
2000-02-09,16.898228
2000-02-10,17.013182
2000-02-11,16.898228
2000-02-14,16.859913
2000-02-15,16.323458
2000-02-16,16.093557
2000-02-17,15.825322
2000-02-18,15.384674
2000-02-22,15.384674
2000-02-23,15.181988
2000-02-24,14.38904
2000-02-25,14.369699
2000-02-28,14.38904
2000-02-29,15.742857
2000-03-01,15.51077
2000-03-02,15.568789
2000-03-03,15.51077
2000-03-06,15.259349
2000-03-07,15.162639
2000-03-08,14.814528
2000-03-09,15.414071
2000-03-10,15.162639
2000-03-13,14.156953
2000-03-14,14.38904
2000-03-15,14.350363
2000-03-16,15.704167
2000-03-17,15.259349
2000-03-20,14.698484
2000-03-21,14.176301
2000-03-22,14.679143
2000-03-23,15.259349
2000-03-24,14.872543
2000-03-27,14.273002
2000-03-28,13.924875
2000-03-29,14.23432
2000-03-30,14.427721
2000-03-31,14.079603
2000-04-03,13.924875
2000-04-04,14.23432
2000-04-05,14.505087
2000-04-06,14.756504
2000-04-07,14.505087
2000-04-10,14.040925
2000-04-11,13.712135
2000-04-12,14.002242
2000-04-13,13.286655
2000-04-14,13.325335
2000-04-17,13.228631
2000-04-18,15.123967
2000-04-19,15.414071
2000-04-20,15.317367
2000-04-24,16.052294
2000-04-25,16.825895
2000-04-26,17.019297
2000-04-27,16.671175
2000-04-28,16.245695
2000-05-01,16.071634
2000-05-02,16.071634
2000-05-03,15.897571
2000-05-04,16.052294
2000-05-05,16.148996
2000-05-08,15.800866
2000-05-09,15.684824
2000-05-10,15.62681
2000-05-11,15.568789
2000-05-12,15.752518
2000-05-15,15.78153
2000-05-16,15.665496
2000-05-17,15.549453
2000-05-18,15.78153
2000-05-19,15.51077
2000-05-22,15.317367
2000-05-23,15.414071
2000-05-24,15.756131
2000-05-25,15.931852
2000-05-26,16.107573
2000-05-30,16.380913
2000-05-31,16.068531
2000-06-01,16.068531
2000-06-02,16.380913
2000-06-05,16.380913
2000-06-06,16.088047
2000-06-07,16.205191
2000-06-08,16.283291
2000-06-09,16.595684
2000-06-12,16.419966
2000-06-13,16.732342
2000-06-14,17.103312
2000-06-15,17.103312
2000-06-16,16.869019
2000-06-19,17.005688
2000-06-20,18.00144
2000-06-21,17.64999
2000-06-22,18.489544
2000-06-23,18.352873
2000-06-26,17.35713
2000-06-27,17.864758
2000-06-28,18.269892
2000-06-29,17.884279
2000-06-30,16.869019
2000-07-03,17.025209
2000-07-05,17.044733
2000-07-06,17.122839
2000-07-07,17.49379
2000-07-10,17.591421
2000-07-11,17.532854
2000-07-12,17.532854
2000-07-13,18.177155
2000-07-14,18.470011
2000-07-17,18.118572
2000-07-18,18.391912
2000-07-19,18.274763
2000-07-20,18.333345
2000-07-21,18.216194
2000-07-24,18.430962
2000-07-25,18.313816
2000-07-26,18.528591
2000-07-27,19.211945
2000-07-28,18.997169
2000-07-31,18.567635
2000-08-01,18.528591
2000-08-02,18.606688
2000-08-03,18.528591
2000-08-04,18.567635
2000-08-07,18.704309
2000-08-08,18.391912
2000-08-09,17.981903
2000-08-10,17.806189
2000-08-11,18.216194
2000-08-14,18.587156
2000-08-15,18.509062
2000-08-16,18.528591
2000-08-17,18.2943
2000-08-18,18.216194
2000-08-21,18.2943
2000-08-22,18.509062
2000-08-23,18.665255
2000-08-24,18.832926
2000-08-25,18.872284
2000-08-28,19.502012
2000-08-29,19.364264
2000-08-30,19.915274
2000-08-31,19.506943
2000-09-01,19.423298
2000-09-05,19.187147
2000-09-06,18.793571
2000-09-07,19.010038
2000-09-08,19.010038
2000-09-11,20.013672
2000-09-12,20.072708
2000-09-13,19.915274
2000-09-14,20.013672
2000-09-15,20.58437
2000-09-18,21.13538
2000-09-19,20.604042
2000-09-20,20.348219
2000-09-21,20.289177
2000-09-22,20.328533
2000-09-25,20.131748
2000-09-26,19.502012
2000-09-27,19.757845
2000-09-28,20.348219
2000-09-29,20.013672
2000-10-02,20.485962
2000-10-03,20.033352
2000-10-04,19.639772
2000-10-05,19.226509
2000-10-06,19.423298
2000-10-09,19.895597
2000-10-10,19.718479
2000-10-11,19.521694
2000-10-12,19.049395
2000-10-13,18.891958
2000-10-16,18.577097
2000-10-17,18.773884
2000-10-18,18.695175
2000-10-19,18.852602
2000-10-20,18.99036
2000-10-23,18.813248
2000-10-24,18.891958
2000-10-25,18.852602
2000-10-26,18.950991
2000-10-27,19.482342
2000-10-30,19.561054
2000-10-31,20.210468
2000-11-01,20.387577
2000-11-02,20.446615
2000-11-03,19.816893
2000-11-06,19.836563
2000-11-07,19.600407
2000-11-08,19.462658
2000-11-09,18.695175
2000-11-10,18.911644
2000-11-13,18.616455
2000-11-14,19.049395
2000-11-15,18.380306
2000-11-16,18.045755
2000-11-17,18.281902
2000-11-20,18.203197
2000-11-21,17.868639
2000-11-22,17.140528
2000-11-24,17.091284
2000-11-27,17.349342
2000-11-28,17.111137
2000-11-29,17.130993
2000-11-30,16.872934
2000-12-01,17.031736
2000-12-04,16.89278
2000-12-05,17.130993
2000-12-06,17.07144
2000-12-07,17.07144
2000-12-08,17.408897
2000-12-11,17.448595
2000-12-12,17.944866
2000-12-13,18.42127
2000-12-14,18.143364
2000-12-15,18.24262
2000-12-18,17.944866
2000-12-19,18.361727
2000-12-20,17.944866
2000-12-21,17.805918
2000-12-22,17.805918
2000-12-26,17.845608
2000-12-27,17.925011
2000-12-28,18.480825
2000-12-29,18.619783
2001-01-02,18.024258
2001-01-03,18.183067
2001-01-04,19.334404
2001-01-05,19.016783
2001-01-08,19.036646
2001-01-09,18.500677
2001-01-10,18.738886
2001-01-11,18.996943
2001-01-12,19.056494
2001-01-16,19.235149
2001-01-17,19.771109
2001-01-18,19.671854
2001-01-19,19.711554
2001-01-22,19.155748
2001-01-23,19.612301
2001-01-24,19.532902
2001-01-25,19.929911
2001-01-26,19.612301
2001-01-29,19.517029
2001-01-30,19.418573
2001-01-31,20.279274
2001-02-01,20.060135
2001-02-02,20.352335
2001-02-05,20.447613
2001-02-06,20.218935
2001-02-07,19.583717
2001-02-08,19.593248
2001-02-09,19.799696
2001-02-12,19.964851
2001-02-13,19.866394
2001-02-14,18.468918
2001-02-15,18.818289
2001-02-16,18.977089
2001-02-20,18.786514
2001-02-21,19.409035
2001-02-22,19.095266
2001-02-23,18.813501
2001-02-26,18.592587
2001-02-27,19.162502
2001-02-28,18.877541
2001-03-01,19.005611
2001-03-02,19.428244
2001-03-05,18.970392
2001-03-06,19.156096
2001-03-07,18.602196
2001-03-08,18.967192
2001-03-09,19.02482
2001-03-12,17.958647
2001-03-13,18.282017
2001-03-14,18.275616
2001-03-15,18.787895
2001-03-16,18.358866
2001-03-19,18.19557
2001-03-20,18.121933
2001-03-21,17.808149
2001-03-22,17.875397
2001-03-23,18.051498
2001-03-26,18.541365
2001-03-27,18.506136
2001-03-28,18.233988
2001-03-29,18.775091
2001-03-30,19.098463
2001-04-02,18.880741
2001-04-03,18.554167
2001-04-04,18.842325
2001-04-05,19.697189
2001-04-06,18.903164
2001-04-09,19.069651
2001-04-10,19.524298
2001-04-11,19.306578
2001-04-12,20.087803
2001-04-16,19.953323
2001-04-17,20.283119
2001-04-18,20.776178
2001-04-19,20.478428
2001-04-20,20.651321
2001-04-23,20.555262
2001-04-24,20.724957
2001-04-25,21.163595
2001-04-26,20.894655
2001-04-27,21.051537
2001-04-30,20.740965
2001-05-01,21.01631
2001-05-02,20.94269
2001-05-03,20.961889
2001-05-04,21.121973
2001-05-07,20.971493
2001-05-08,21.083559
2001-05-09,21.342901
2001-05-10,21.483767
2001-05-11,21.535002
2001-05-14,21.701485
2001-05-15,21.899996
2001-05-16,22.412281
2001-05-17,22.55636
2001-05-18,22.018459
2001-05-21,21.67588
2001-05-22,21.771931
2001-05-23,21.406931
2001-05-24,21.377893
2001-05-25,21.44886
2001-05-29,21.519815
2001-05-30,21.306938
2001-05-31,20.687664
2001-06-01,21.177923
2001-06-04,21.319839
2001-06-05,21.793976
2001-06-06,21.884287
2001-06-07,22.019762
2001-06-08,21.997183
2001-06-11,22.081034
2001-06-12,21.558521
2001-06-13,21.48111
2001-06-14,21.452082
2001-06-15,21.061817
2001-06-18,21.287582
2001-06-19,21.413378
2001-06-20,21.432732
2001-06-21,21.23921
2001-06-22,21.229532
2001-06-25,20.936029
2001-06-26,21.142445
2001-06-27,20.900545
2001-06-28,21.400478
2001-06-29,21.335972
2001-07-02,21.400478
2001-07-03,21.739145
2001-07-05,21.787529
2001-07-06,21.303719
2001-07-09,21.535944
2001-07-10,21.04245
2001-07-11,20.9328
2001-07-12,21.24889
2001-07-13,21.274683
2001-07-16,21.406927
2001-07-17,21.094061
2001-07-18,20.819912
2001-07-19,20.955372
2001-07-20,20.745722
2001-07-23,20.474789
2001-07-24,20.310293
2001-07-25,20.136124
2001-07-26,20.174833
2001-07-27,20.458662
2001-07-30,20.068396
2001-07-31,19.794231
2001-08-01,19.513632
2001-08-02,19.394283
2001-08-03,19.152382
2001-08-06,19.191082
2001-08-07,19.397512
2001-08-08,19.797464
2001-08-09,19.84906
2001-08-10,20.061947
2001-08-13,19.916803
2001-08-14,19.965179
2001-08-15,19.507185
2001-08-16,19.487823
2001-08-17,19.674891
2001-08-20,19.86842
2001-08-21,19.723276
2001-08-22,19.549105
2001-08-23,19.774881
2001-08-24,20.113031
2001-08-27,20.080509
2001-08-28,19.781385
2001-08-29,19.553785
2001-08-30,19.053072
2001-08-31,19.264418
2001-09-04,19.280666
2001-09-05,18.815727
2001-09-06,18.370281
2001-09-07,17.928101
2001-09-10,17.843563
2001-09-17,17.482662
2001-09-18,17.833813
2001-09-19,18.279247
2001-09-20,17.310335
2001-09-21,17.70376
2001-09-24,18.565367
2001-09-25,18.188213
2001-09-26,18.158945
2001-09-27,18.526354
2001-09-28,18.923016
2001-10-01,18.500349
2001-10-02,16.41946
2001-10-03,16.029297
2001-10-04,16.172361
2001-10-05,16.907167
2001-10-08,16.464979
2001-10-09,16.256889
2001-10-10,16.20162
2001-10-11,16.360937
2001-10-12,16.338177
2001-10-15,16.191864
2001-10-16,16.95269
2001-10-17,16.903908
2001-10-18,17.037218
2001-10-19,17.427385
2001-10-22,17.459906
2001-10-23,17.820799
2001-10-24,18.048391
2001-10-25,18.1752
2001-10-26,18.071156
2001-10-29,17.560694
2001-10-30,17.173786
2001-10-31,17.095739
2001-11-01,17.427385
2001-11-02,17.541185
2001-11-05,17.882582
2001-11-06,17.967119
2001-11-07,18.045153
2001-11-08,18.337778
2001-11-09,18.506836
2001-11-12,18.776703
2001-11-13,18.857992
2001-11-14,19.085585
2001-11-15,18.955528
2001-11-16,18.536108
2001-11-19,19.085585
2001-11-20,19.111605
2001-11-21,18.503593
2001-11-23,18.490587
2001-11-26,18.766077
2001-11-27,18.402042
2001-11-28,18.588972
2001-11-29,18.342999
2001-11-30,18.529945
2001-12-03,18.490589
2001-12-04,18.73
2001-12-05,19.267866
2001-12-06,19.513836
2001-12-07,19.071079
2001-12-10,19.202271
2001-12-11,19.169472
2001-12-12,19.038279
2001-12-13,18.510271
2001-12-14,18.49715
2001-12-17,18.907101
2001-12-18,19.431843
2001-12-19,19.349854
2001-12-20,19.261295
2001-12-21,19.23835
2001-12-24,19.30065
2001-12-26,19.517105
2001-12-27,19.707325
2001-12-28,20.081213
2001-12-31,19.999214
2002-01-02,19.513836
2002-01-03,19.697496
2002-01-04,19.874594
2002-01-07,19.868036
2002-01-08,19.841799
2002-01-09,19.776201
2002-01-10,20.025457
2002-01-11,20.156641
2002-01-14,20.153364
2002-01-15,20.523962
2002-01-16,20.376377
2002-01-17,20.605953
2002-01-18,20.596113
2002-01-22,20.907673
2002-01-23,20.484602
2002-01-24,20.907673
2002-01-25,21.088058
2002-01-28,21.147095
2002-01-29,21.153654
2002-01-30,21.143814
2002-01-31,21.015909
2002-02-01,21.265158
2002-02-04,20.887997
2002-02-05,21.140535
2002-02-06,21.173325
2002-02-07,21.330751
2002-02-08,21.432426
2002-02-11,21.432426
2002-02-12,20.687944
2002-02-13,20.976549
2002-02-14,21.186445
2002-02-15,20.884726
2002-02-19,20.727303
2002-02-20,21.412745
2002-02-21,21.373379
2002-02-22,21.783264
2002-02-25,22.199768
2002-02-26,22.08077
2002-02-27,21.968378
2002-02-28,21.750212
2002-03-01,21.915499
2002-03-04,22.176622
2002-03-05,22.113825
2002-03-06,22.01465
2002-03-07,21.776667
2002-03-08,21.813013
2002-03-11,21.984909
2002-03-12,22.150179
2002-03-13,22.146873
2002-03-14,22.315456
2002-03-15,22.474119
2002-03-18,22.632792
2002-03-19,22.771616
2002-03-20,22.206381
2002-03-21,21.991507
2002-03-22,21.885738
2002-03-25,21.958464
2002-03-26,22.008043
2002-03-27,22.20307
2002-03-28,22.56007
2002-04-01,22.603037
2002-04-02,22.246048
2002-04-03,21.707241
2002-04-04,22.189844
2002-04-05,22.146873
2002-04-08,22.07085
2002-04-09,22.246048
2002-04-10,22.421236
2002-04-11,22.146873
2002-04-12,21.994827
2002-04-15,21.94854
2002-04-16,21.859301
2002-04-17,21.651047
2002-04-18,21.287441
2002-04-19,21.277531
2002-04-22,21.18828
2002-04-23,21.360161
2002-04-24,21.492388
2002-04-25,21.492388
2002-04-26,20.890791
2002-04-29,21.125479
2002-04-30,21.151917
2002-05-01,21.115555
2002-05-02,21.069281
2002-05-03,21.023003
2002-05-06,20.666012
2002-05-07,20.758562
2002-05-08,21.237862
2002-05-09,21.237862
2002-05-10,21.082499
2002-05-13,21.303972
2002-05-14,21.882433
2002-05-15,21.915499
2002-05-16,22.262562
2002-05-17,22.130342
2002-05-20,21.932016
2002-05-21,21.64113
2002-05-22,21.485773
2002-05-23,21.211416
2002-05-24,21.291378
2002-05-28,21.02483
2002-05-29,21.041489
2002-05-30,20.864897
2002-05-31,21.034813
2002-06-03,20.868221
2002-06-04,20.658312
2002-06-05,20.624983
2002-06-06,20.341768
2002-06-07,20.308451
2002-06-10,20.201824
2002-06-11,20.015232
2002-06-12,19.752005
2002-06-13,19.025633
2002-06-14,19.148918
2002-06-17,19.648718
2002-06-18,19.905273
2002-06-19,19.955259
2002-06-20,19.891949
2002-06-21,19.325508
2002-06-24,19.56875
2002-06-25,19.528765
2002-06-26,19.658709
2002-06-27,20.108521
2002-06-28,19.891949
2002-07-01,19.56875
2002-07-02,19.27886
2002-07-03,19.408819
2002-07-05,19.958591
2002-07-08,19.715363
2002-07-09,19.242212
2002-07-10,18.715757
2002-07-11,18.659113
2002-07-12,18.975645
2002-07-15,18.762403
2002-07-16,18.232615
2002-07-17,18.109341
2002-07-18,17.80946
2002-07-19,17.093086
2002-07-22,17.043102
2002-07-23,17.239697
2002-07-24,17.742821
2002-07-25,19.145586
2002-07-26,19.078951
2002-07-29,20.251802
2002-07-30,20.59833
2002-07-31,20.841562
2002-08-01,20.624983
2002-08-02,19.698694
2002-08-05,19.475449
2002-08-06,20.37509
2002-08-07,20.774923
2002-08-08,20.904879
2002-08-09,20.928198
2002-08-12,20.561682
2002-08-13,20.308451
2002-08-14,21.291378
2002-08-15,21.464645
2002-08-16,21.324701
2002-08-19,21.974445
2002-08-20,21.674561
2002-08-21,21.607925
2002-08-22,21.30138
2002-08-23,21.304731
2002-08-26,21.496187
2002-08-27,21.143517
2002-08-28,21.062904
2002-08-29,21.3484
2002-08-30,21.298021
2002-09-03,20.59268
2002-09-04,20.73374
2002-09-05,20.730389
2002-09-06,21.187181
2002-09-09,21.167032
2002-09-10,21.482754
2002-09-11,21.287947
2002-09-12,20.891611
2002-09-13,21.153595
2002-09-16,21.250988
2002-09-17,21.304731
2002-09-18,21.472679
2002-09-19,20.68001
2002-09-20,21.375265
2002-09-23,21.086422
2002-09-24,20.33069
2002-09-25,20.757265
2002-09-26,21.267794
2002-09-27,20.955429
2002-09-30,20.56245
2002-10-01,21.160309
2002-10-02,20.992371
2002-10-03,20.666574
2002-10-04,19.474203
2002-10-07,19.195429
2002-10-08,19.010693
2002-10-09,18.960308
2002-10-10,19.329777
2002-10-11,20.209782
2002-10-14,20.367632
2002-10-15,21.207335
2002-10-16,20.40794
2002-10-17,20.854668
2002-10-18,20.790846
2002-10-21,21.203968
2002-10-22,20.928545
2002-10-23,21.126726
2002-10-24,21.321533
2002-10-25,21.852219
2002-10-28,21.976498
2002-10-29,21.969772
2002-10-30,22.087337
2002-10-31,21.664125
2002-11-01,21.697714
2002-11-04,21.821993
2002-11-05,22.050394
2002-11-06,22.117569
2002-11-07,22.043669
2002-11-08,21.805204
2002-11-11,21.247639
2002-11-12,21.378641
2002-11-13,21.284586
2002-11-14,21.298021
2002-11-15,21.150238
2002-11-18,20.236641
2002-11-19,20.048555
2002-11-20,20.152676
2002-11-21,20.28368
2002-11-22,20.744354
2002-11-25,20.344643
2002-11-26,19.822994
2002-11-27,20.375128
2002-11-29,20.083813
2002-12-02,20.436106
2002-12-03,20.486917
2002-12-04,20.588528
2002-12-05,20.530941
2002-12-06,20.652899
2002-12-09,20.378517
2002-12-10,19.900898
2002-12-11,20.381903
2002-12-12,20.148172
2002-12-13,19.955091
2002-12-16,20.063486
2002-12-17,20.019455
2002-12-18,19.833139
2002-12-19,19.64006
2002-12-20,20.188822
2002-12-23,20.585142
2002-12-24,20.541109
2002-12-26,20.483526
2002-12-27,20.307383
2002-12-30,20.564821
2002-12-31,20.473362
2003-01-02,21.045835
2003-01-03,20.815487
2003-01-06,20.873079
2003-01-07,20.493694
2003-01-08,20.270115
2003-01-09,20.79517
2003-01-10,20.466585
2003-01-13,20.259958
2003-01-14,20.154945
2003-01-15,19.633295
2003-01-16,19.687487
2003-01-17,19.51474
2003-01-21,19.260677
2003-01-22,19.121794
2003-01-23,19.284393
2003-01-24,18.986303
2003-01-27,18.708538
2003-01-28,19.755241
2003-01-29,19.833139
2003-01-30,19.792501
2003-01-31,20.060099
2003-02-03,19.745073
2003-02-04,19.460537
2003-02-05,19.270844
2003-02-06,19.247128
2003-02-07,19.118416
2003-02-10,19.25729
2003-02-11,18.705143
2003-02-12,18.457865
2003-02-13,18.393499
2003-02-14,18.799995
2003-02-18,19.169218
2003-02-19,19.064205
2003-02-20,18.779673
2003-02-21,19.074373
2003-02-24,18.571598
2003-02-25,19.15304
2003-02-26,18.828117
2003-02-27,18.982033
2003-02-28,19.235121
2003-03-03,18.913626
2003-03-04,18.434799
2003-03-05,18.937561
2003-03-06,18.821274
2003-03-07,18.937561
2003-03-10,18.489515
2003-03-11,18.226168
2003-03-12,17.955971
2003-03-13,18.585289
2003-03-14,18.56134
2003-03-17,19.474537
2003-03-18,19.098318
2003-03-19,19.375351
2003-03-20,19.707106
2003-03-21,20.302217
2003-03-24,19.556618
2003-03-25,19.775513
2003-03-26,19.354832
2003-03-27,19.40271
2003-03-28,19.033329
2003-03-31,19.01281
2003-04-01,19.327469
2003-04-02,19.833658
2003-04-03,19.621609
2003-04-04,19.655802
2003-04-07,19.864426
2003-04-08,19.80971
2003-04-09,19.375351
2003-04-10,19.498478
2003-04-11,19.392458
2003-04-14,20.008085
2003-04-15,20.319321
2003-04-16,19.997828
2003-04-17,20.199619
2003-04-21,20.103853
2003-04-22,20.428766
2003-04-23,20.33984
2003-04-24,20.107273
2003-04-25,19.768677
2003-04-28,20.264605
2003-04-29,20.664762
2003-04-30,19.970461
2003-05-01,19.778929
2003-05-02,19.98414
2003-05-05,19.734472
2003-05-06,19.385605
2003-05-07,19.495058
2003-05-08,19.488214
2003-05-09,19.734472
2003-05-12,20.073061
2003-05-13,20.271437
2003-05-14,20.247503
2003-05-15,20.883648
2003-05-16,20.866549
2003-05-19,20.44928
2003-05-20,20.490334
2003-05-21,20.480072
2003-05-22,20.500591
2003-05-23,20.590324
2003-05-27,20.869877
2003-05-28,21.280581
2003-05-29,21.346149
2003-05-30,21.815525
2003-06-02,22.464371
2003-06-03,22.322866
2003-06-04,22.564449
2003-06-05,22.474731
2003-06-06,22.098532
2003-06-09,21.812078
2003-06-10,22.195166
2003-06-11,22.288357
2003-06-12,22.208967
2003-06-13,22.067465
2003-06-16,22.433306
2003-06-17,22.595518
2003-06-18,22.246941
2003-06-19,22.088179
2003-06-20,21.711985
2003-06-23,21.49111
2003-06-24,21.553228
2003-06-25,21.415176
2003-06-26,21.380661
2003-06-27,21.484207
2003-06-30,21.397921
2003-07-01,21.366859
2003-07-02,21.718899
2003-07-03,21.677477
2003-07-07,22.019152
2003-07-08,21.984638
2003-07-09,21.57049
2003-07-10,21.038986
2003-07-11,21.449692
2003-07-14,21.72234
2003-07-15,21.753412
2003-07-16,21.577385
2003-07-17,21.439341
2003-07-18,21.646418
2003-07-21,21.432436
2003-07-22,21.598097
2003-07-23,21.839684
2003-07-24,22.088179
2003-07-25,21.974285
2003-07-28,21.874201
2003-07-29,21.432436
2003-07-30,21.183947
2003-07-31,20.976864
2003-08-01,20.583418
2003-08-04,20.569614
2003-08-05,20.314222
2003-08-06,20.611036
2003-08-07,20.731825
2003-08-08,20.894032
2003-08-11,20.969969
2003-08-12,20.990671
2003-08-13,20.835361
2003-08-14,20.994131
2003-08-15,21.121815
2003-08-18,21.363411
2003-08-19,21.359961
2003-08-20,21.21846
2003-08-21,21.183947
2003-08-22,20.950649
2003-08-25,20.992437
2003-08-26,21.152607
2003-08-27,20.985474
2003-08-28,21.044664
2003-08-29,21.239651
2003-09-02,21.378925
2003-09-03,21.500801
2003-09-04,21.465981
2003-09-05,21.587841
2003-09-08,21.445093
2003-09-09,21.274473
2003-09-10,20.915831
2003-09-11,21.107338
2003-09-12,21.048147
2003-09-15,20.867096
2003-09-16,21.093418
2003-09-17,20.988962
2003-09-18,21.156094
2003-09-19,20.877533
2003-09-22,20.954138
2003-09-23,21.535612
2003-09-24,21.465981
2003-09-25,21.46946
2003-09-26,21.260544
2003-09-29,21.640076
2003-09-30,21.633112
2003-10-01,21.887297
2003-10-02,22.023081
2003-10-03,22.092722
2003-10-06,22.13451
2003-10-07,22.078787
2003-10-08,22.127541
2003-10-09,22.280748
2003-10-10,22.266823
2003-10-13,22.284233
2003-10-14,22.628935
2003-10-15,22.527962
2003-10-16,22.458321
2003-10-17,22.326012
2003-10-20,22.552326
2003-10-21,22.284233
2003-10-22,22.179773
2003-10-23,22.364304
2003-10-24,22.367792
2003-10-27,22.594118
2003-10-28,22.45483
2003-10-29,22.827406
2003-10-30,23.412363
2003-10-31,23.311392
2003-11-03,23.022396
2003-11-04,22.813477
2003-11-05,22.959711
2003-11-06,23.259167
2003-11-07,23.276569
2003-11-10,23.025867
2003-11-11,22.775187
2003-11-12,23.363623
2003-11-13,23.502901
2003-11-14,23.523787
2003-11-17,23.482018
2003-11-18,23.30094
2003-11-19,23.398441
2003-11-20,23.179079
2003-11-21,23.249287
2003-11-24,23.754782
2003-11-25,24.021568
2003-11-26,23.996998
2003-11-28,24.046139
2003-12-01,24.151464
2003-12-02,24.077736
2003-12-03,23.993484
2003-12-04,23.867111
2003-12-05,23.747755
2003-12-08,23.902218
2003-12-09,23.519583
2003-12-10,23.495012
2003-12-11,23.477461
2003-12-12,23.621389
2003-12-15,23.814455
2003-12-16,23.94083
2003-12-17,24.021568
2003-12-18,24.256767
2003-12-19,23.982952
2003-12-22,24.018057
2003-12-23,24.172514
2003-12-24,24.0637
2003-12-26,24.119864
2003-12-29,24.312925
2003-12-30,24.544615
2003-12-31,24.544615
2004-01-02,24.397175
2004-01-05,24.520054
2004-01-06,24.818426
2004-01-07,24.769278
2004-01-08,24.818426
2004-01-09,24.607815
2004-01-12,24.625355
2004-01-13,24.81492
2004-01-14,24.923742
2004-01-15,25.134365
2004-01-16,25.085217
2004-01-20,24.937778
2004-01-21,25.000971
2004-01-22,24.888628
2004-01-23,24.962355
2004-01-26,25.004478
2004-01-27,25.643366
2004-01-28,25.945263
2004-01-29,26.552567
2004-01-30,26.334917
2004-02-02,26.278751
2004-02-03,26.327908
2004-02-04,26.433208
2004-02-05,26.58065
2004-02-06,26.914127
2004-02-09,27.419626
2004-02-10,27.328354
2004-02-11,28.125216
2004-02-12,26.900085
2004-02-13,26.8053
2004-02-17,26.956259
2004-02-18,26.931679
2004-02-19,26.900085
2004-02-20,26.942211
2004-02-23,26.79715
2004-02-24,26.903288
2004-02-25,27.207567
2004-02-26,27.278316
2004-02-27,27.656881
2004-03-01,27.490599
2004-03-02,27.207567
2004-03-03,27.419844
2004-03-04,27.356176
2004-03-05,27.32432
2004-03-08,27.1828
2004-03-09,27.175709
2004-03-10,26.906828
2004-03-11,26.570715
2004-03-12,27.02005
2004-03-15,26.995285
2004-03-16,27.023577
2004-03-17,26.991743
2004-03-18,27.296011
2004-03-19,27.172184
2004-03-22,26.977596
2004-03-23,27.083744
2004-03-24,26.768848
2004-03-25,26.800684
2004-03-26,26.549486
2004-03-29,26.896215
2004-03-30,26.889151
2004-03-31,26.938665
2004-04-01,27.193415
2004-04-02,27.497679
2004-04-05,27.384464
2004-04-06,27.377388
2004-04-07,27.189877
2004-04-08,27.370306
2004-04-12,27.33847
2004-04-13,26.949282
2004-04-14,27.207567
2004-04-15,27.292479
2004-04-16,27.497679
2004-04-19,27.441074
2004-04-20,27.299559
2004-04-21,27.533062
2004-04-22,27.80195
2004-04-23,27.720583
2004-04-26,27.384464
2004-04-27,28.106216
2004-04-28,28.56971
2004-04-29,28.099146
2004-04-30,27.901014
2004-05-03,28.021315
2004-05-04,27.823181
2004-05-05,28.024858
2004-05-06,27.872726
2004-05-07,27.695818
2004-05-10,27.285398
2004-05-11,27.508299
2004-05-12,27.412764
2004-05-13,27.504765
2004-05-14,27.472918
2004-05-17,27.087271
2004-05-18,27.285398
2004-05-19,27.264172
2004-05-20,27.193415
2004-05-21,27.090807
2004-05-24,27.215624
2004-05-25,27.650669
2004-05-26,27.525858
2004-05-27,27.782616
2004-05-28,27.786177
2004-06-01,27.607876
2004-06-02,27.63641
2004-06-03,27.42959
2004-06-04,27.579344
2004-06-07,27.768347
2004-06-08,27.689896
2004-06-09,27.804018
2004-06-10,27.525858
2004-06-14,27.276236
2004-06-15,27.365393
2004-06-16,27.197784
2004-06-17,27.508032
2004-06-18,27.411766
2004-06-21,27.25127
2004-06-22,27.518721
2004-06-23,27.39748
2004-06-24,27.615004
2004-06-25,27.504465
2004-06-28,27.568663
2004-06-29,27.333292
2004-06-30,27.304775
2004-07-01,27.201349
2004-07-02,26.980267
2004-07-06,27.165695
2004-07-07,26.798395
2004-07-08,26.502419
2004-07-09,26.616535
2004-07-12,26.612965
2004-07-13,26.66288
2004-07-14,26.34552
2004-07-15,26.063803
2004-07-16,26.41684
2004-07-19,26.149387
2004-07-20,26.484591
2004-07-21,26.641497
2004-07-22,26.637924
2004-07-23,26.245657
2004-07-26,26.117294
2004-07-27,26.826931
2004-07-28,26.46319
2004-07-29,26.958868
2004-07-30,26.766304
2004-08-02,27.422441
2004-08-03,27.151428
2004-08-04,26.987392
2004-08-05,26.573742
2004-08-06,26.210011
2004-08-09,26.210011
2004-08-10,26.259937
2004-08-11,26.388304
2004-08-12,26.120855
2004-08-13,26.220705
2004-08-16,26.548782
2004-08-17,26.40258
2004-08-18,26.969563
2004-08-19,26.563036
2004-08-20,26.916079
2004-08-23,26.873278
2004-08-24,26.837341
2004-08-25,26.869688
2004-08-26,26.725901
2004-08-27,26.884062
2004-08-30,26.873283
2004-08-31,27.221966
